"name","brand_name","application_number","Action_Date","submission_class_code_description","New_Ind_in_Skin_Ca_Y_N","Indication_brief","Dz","N","substance_name","generic_name","manufacturer_name","marketing_status","reference_drug","product_number","dosage_form","route","strength","submission_number","submission_status","submission_type","submission_status_date","review_priority","submission_class_code","Subjects_Enrolled","Drug_Approval","BLA_NDA","Indication","Notes","Trial","Endpoint","END","Endpoint_shortened","EndpointNum","EE Var","EE Raw","Effect_Estimate","Major Efficacy Outcome Measure","Hazard_Ratio","Response_Rate","lb_95CI_proposed","lb_95CI","ub_95CI","Tool","Toolshort","ToolNum","Subm_Class_Skin_Confirmed_yes_no","NTE_Skin_confirmed","SingleArmNum_N_Y","RR_used_n_y","Placebo_Controlled_Trial","Comparator_Study_Placebo_Observation_or_Active_Comparator_N_Y","Regular_Approval","Accelerated_Approval","RANum","Mechanism","Mechanism_long","Mechanistic_Class","DESI_Drug","Other"
"METHYLPREDNISOLONE","MEDROL","NDA011153",1989-01-05,"Manufacturing (CMC)",NA,NA,NA,NA,"METHYLPREDNISOLONE","METHYLPREDNISOLONE","c(""Pharmacia and Upjohn Company LLC"", ""Greenstone LLC"")","Discontinued","No","005","TABLET","ORAL","4MG, 2MG, 16MG, 8MG, 24MG, 32MG","49","AP","SUPPL",1989-01-05,"STANDARD","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"METHYLPREDNISOLONE","MEDROL","NDA011153",1993-01-28,"Manufacturing (CMC)",NA,NA,NA,NA,"METHYLPREDNISOLONE","METHYLPREDNISOLONE","c(""Pharmacia and Upjohn Company LLC"", ""Greenstone LLC"")","Discontinued","No","005","TABLET","ORAL","4MG, 2MG, 16MG, 8MG, 24MG, 32MG","52","AP","SUPPL",1993-01-28,"STANDARD","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"METHYLPREDNISOLONE","MEDROL","NDA011153",1993-12-28,"Labeling",NA,NA,NA,NA,"METHYLPREDNISOLONE","METHYLPREDNISOLONE","c(""Pharmacia and Upjohn Company LLC"", ""Greenstone LLC"")","Discontinued","No","005","TABLET","ORAL","4MG, 2MG, 16MG, 8MG, 24MG, 32MG","51","AP","SUPPL",1993-12-28,NA,"LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"METHYLPREDNISOLONE","MEDROL","NDA011153",1999-12-01,"Manufacturing (CMC)",NA,NA,NA,NA,"METHYLPREDNISOLONE","METHYLPREDNISOLONE","c(""Pharmacia and Upjohn Company LLC"", ""Greenstone LLC"")","Discontinued","No","005","TABLET","ORAL","4MG, 2MG, 16MG, 8MG, 24MG, 32MG","58","AP","SUPPL",1999-12-01,"STANDARD","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"METHYLPREDNISOLONE","MEDROL","NDA011153",2002-10-25,"Manufacturing (CMC)",NA,NA,NA,NA,"METHYLPREDNISOLONE","METHYLPREDNISOLONE","c(""Pharmacia and Upjohn Company LLC"", ""Greenstone LLC"")","Discontinued","No","005","TABLET","ORAL","4MG, 2MG, 16MG, 8MG, 24MG, 32MG","59","AP","SUPPL",2002-10-25,"STANDARD","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"METHYLPREDNISOLONE","MEDROL","NDA011153",2013-07-18,"Manufacturing (CMC)",NA,NA,NA,NA,"METHYLPREDNISOLONE","METHYLPREDNISOLONE","c(""Pharmacia and Upjohn Company LLC"", ""Greenstone LLC"")","Discontinued","No","005","TABLET","ORAL","4MG, 2MG, 16MG, 8MG, 24MG, 32MG","71","AP","SUPPL",2013-07-18,"STANDARD","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"METHYLPREDNISOLONE","MEDROL","NDA011153",2018-07-24,"Labeling",NA,NA,NA,NA,"METHYLPREDNISOLONE","METHYLPREDNISOLONE","c(""Pharmacia and Upjohn Company LLC"", ""Greenstone LLC"")","Discontinued","No","005","TABLET","ORAL","4MG, 2MG, 16MG, 8MG, 24MG, 32MG","75","AP","SUPPL",2018-07-24,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"METHYLPREDNISOLONE","MEDROL","NDA011153",2019-08-26,"Manufacturing (CMC)",NA,NA,NA,NA,"METHYLPREDNISOLONE","METHYLPREDNISOLONE","c(""Pharmacia and Upjohn Company LLC"", ""Greenstone LLC"")","Discontinued","No","005","TABLET","ORAL","4MG, 2MG, 16MG, 8MG, 24MG, 32MG","77","AP","SUPPL",2019-08-26,"N/A","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"METHYLPREDNISOLONE ACETATE","MEDROL ACETATE","NDA012421",1960-06-21,"Type 3 - New Dosage Form","Yes","Mycosis Fungoides","CTCL",NA,"NULL","NULL","NULL","Discontinued","No","002","OINTMENT","TOPICAL","0.25%, 1%","1","AP","ORIG",1960-06-21,"STANDARD","TYPE 3",NA,"Methylprednisolone Acetate (MEDROL ACETATE)","NDA012421","Mycosis Fungoides","DESI drug; data confirming efficacy as part of DESI has not been identified yet; label could not be found, thus, I'm assuming indication includes MF, as other formulations do so generically",NA,NA,"Missing",NA,NA,NA,"Not available",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes","No","1","Glucocorticoid","Glucocorticoid","Glucocorticoid","Y","Topical formulation"
"METHYLPREDNISOLONE ACETATE","MEDROL ACETATE","NDA012421",1976-02-27,"Labeling",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","No","002","OINTMENT","TOPICAL","0.25%, 1%","17","AP","SUPPL",1976-02-27,NA,"LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"METHYLPREDNISOLONE ACETATE","MEDROL ACETATE","NDA012421",1977-11-11,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","No","002","OINTMENT","TOPICAL","0.25%, 1%","18","AP","SUPPL",1977-11-11,"STANDARD","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"METHYLPREDNISOLONE ACETATE","MEDROL ACETATE","NDA012421",1980-02-29,"Labeling",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","No","002","OINTMENT","TOPICAL","0.25%, 1%","19","AP","SUPPL",1980-02-29,NA,"LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"METHYLPREDNISOLONE ACETATE","MEDROL ACETATE","NDA012421",1981-12-28,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","No","002","OINTMENT","TOPICAL","0.25%, 1%","21","AP","SUPPL",1981-12-28,"STANDARD","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"METHYLPREDNISOLONE ACETATE","MEDROL ACETATE","NDA012421",1982-04-02,"Labeling",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","No","002","OINTMENT","TOPICAL","0.25%, 1%","22","AP","SUPPL",1982-04-02,NA,"LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2013-05-29,"Type 1 - New Molecular Entity","Yes","Unresectable or Metastatic BRAF-Mutated Melanoma","Melanoma","322","TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","1","AP","ORIG",2013-05-29,"STANDARD","TYPE 1","322|
(T=214|
C=108)","Trametinib (MEKINIST®)","NDA204114","MEKINIST is a kinase inhibitor indicated for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test",NA,"The safety and efficacy of MEKINIST were evaluated in an international, multi-center, randomized (2:1), open label, active-controlled trial (Trial 1) in 322 patients with BRAF V600E or V600K mutation-positive, unresectable or metastatic melanoma","Progression-Free Survival","PFS","Progression-Free Survival",2,"HR","4.8 vs. 1.5 mo","0.47","HR: 0.47","HR: 0.47",NA,NA,NA,NA,"RECIST","RECIST","3","Yes",1,0,"0",0,1,"Yes","No","1","Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2014-01-08,"Efficacy","Yes","Unresectable or Metastatic BRAF-Mutated Melanoma","Melanoma","162","TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","1","AP","SUPPL",2014-01-08,"PRIORITY","EFFICACY","162|
(DT2=55|
DT1=54
D=53)","Trametinib (MEKINIST®) In Combination With Dabrafenib (TAFINLAR®)","NDA204114","MEKINIST is indicated, in combination with dabrafenib for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test.","You need to look into the Approval package for Dabrafenib to find that a co-primary endpoint was used, as the label makes it look like ORR was the primary endpoint. 
Look at page 289 or 290 of the 505 page review","Trial 2 was a multicenter, open-label, randomized (1:1:1) dose-ranging trial designed to evaluate the clinical activity and safety of TAFINLAR in combination with trametinib (at two different doses) and to compare the safety with TAFINLAR as a single agent in patients with BRAF V600E or V600K mutation-positive, unresectable or metastatic melanoma","Objective Response Rate (ORR)
PFS","Coprimary","Objective Response Rate & Progression-Free Survival",4,"RR diff","76% (41/54) vs. 54% (29/54) : 9.4 vs 5.8 mo","22","ORR: 76%",NA,"ORR: 76%",NA,NA,NA,"RECIST","RECIST","3","Yes",0,0,"1",0,1,"No","Yes","0","Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,"AA aproval, later converted to RA"
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2014-08-13,"Manufacturing (CMC)",NA,NA,NA,NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","2","AP","SUPPL",2014-08-13,"STANDARD","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2014-09-26,"Manufacturing (CMC)",NA,NA,NA,NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","3","AP","SUPPL",2014-09-26,"STANDARD","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2015-11-20,"Efficacy","Yes","Unresectable or Metastatic Melanoma with a BRAF-Mutated Melanoma In Combination with Dabrafenib","Melanoma","423","TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","4","AP","SUPPL",2015-11-20,"PRIORITY","EFFICACY","423|
(DT=211|
DP=212)","Trametinib (MEKINIST®) In Combination With Dabrafenib (TAFINLAR®)","NDA204114","MEKINIST is indicated, in combination with dabrafenib for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test.","Unable to validate ODAC, Fast Track 

Trial 3 (combi-v) is not on the PI for Mekinist on the 2015 approval, it is for the TAFINLAR. Since we are being strict about using the label as the reference, we will use only trial 2, which the major efficacy outcomes was PFS","The safety and efficacy of MEKINIST administered with dabrafenib were evaluated in an international, randomized, double-blind, active-controlled trial (the COMBI-d study; NCT01584648).","PFS","PFS","Progression-Free Survival",2,"HR","9.3 mon vs 8.8mon","0.75
","HR: 0.75","HR: 0.75",NA,NA,NA,NA,"RECIST","RECIST","3","Yes",0,0,"0",1,1,"Yes","No","1","Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy","No",NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2017-02-24,"Labeling",NA,NA,NA,NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","6","AP","SUPPL",2017-02-24,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2017-06-22,"Efficacy",NA,"A new indication in BRAF mutant NSCLC","NSCLC",NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","5","AP","SUPPL",2017-06-22,"PRIORITY","EFFICACY",NA,NA,NA,"A new indication for Mekinist, in combination with dabrafenib, for the treatment of patients with metastatic non-small cell lung cancer (NSCLC) with BRAF V600E mutation",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2018-03-09,"Labeling",NA,NA,NA,NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","8","AP","SUPPL",2018-03-09,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2018-04-30,"Efficacy","Yes","Adjuvant BRAF Mutant Melanoma In Combination with Dabrafenib","Melanoma","870","TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","7","AP","SUPPL",2018-04-30,"PRIORITY","EFFICACY","870|
(T=438|
C=432)","Trametinib (MEKINIST®) In Combination With Dabrafenib (TAFINLAR®)","NDA204114","MEKINIST is indicated, in combination with dabrafenib for the adjuvant treatment of patients with melanoma with BRAF V600E or V600K mutations, as detected by an FDA-approved test, and involvement of lymph node(s), following complete resection.",NA,"COMBI-AD (NCT 01682083) was an international, multi-center, randomized, double-blind, placebo-controlled trial that enrolled patients with Stage III melanoma with BRAF V600E or V600K mutations","Relapse-Free Survival","RFS","Relapse-Free Survival",1,"HR","NE vs. 16.6 mo","0.47","HR: 0.47","HR: 0.47",NA,NA,NA,NA,"Investigator assessment","Clinical","1","Yes",0,0,"0",1,1,"Yes","No","1","Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2018-05-04,"Efficacy",NA,"A new indication in BRAF mutant ATC","ATC",NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","9","AP","SUPPL",2018-05-04,"PRIORITY","EFFICACY",NA,NA,NA,"A new indication for MEKINIST in combination with dabrafenib, for the treatment of patients with locally advanced or metastatic anaplastic thyroid cancer (ATC) with BRAF V600E mutation",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2019-07-16,"Labeling",NA,NA,NA,NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","13","AP","SUPPL",2019-07-16,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2019-10-06,"Efficacy","Yes","Updating results  in subjects with brain metastases","Melanoma","121","TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","12","AP","SUPPL",2019-10-06,"STANDARD","EFFICACY","121","Trametinib (MEKINIST®) In Combination With Dabrafenib (TAFINLAR®)","NDA204114","Updating results  in subjects with BRAF mutation-positive melanoma that has metastasized to the brain",NA,"The COMBI-MB study -  non-randomized, open-label, multi-center, multi-cohort trial","Overall Response Rate","ORR","Overall Response Rate",0,NA,NA,NA,"RR: 50%",NA,"RR: 50%",NA,"40","60","Modified RECIST","mRECIST","7","Yes",0,1,"1",0,0,NA,"No",NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2020-04-09,"Labeling",NA,NA,NA,NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","14","AP","SUPPL",2020-04-09,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2020-06-23,"Labeling",NA,NA,NA,NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","16","AP","SUPPL",2020-06-23,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2021-05-07,"Labeling",NA,NA,NA,NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","18","AP","SUPPL",2021-05-07,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2021-12-03,"Labeling",NA,NA,NA,NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","20","AP","SUPPL",2021-12-03,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2022-01-28,"Efficacy",NA,NA,NA,NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","19","AP","SUPPL",2022-01-28,"STANDARD","EFFICACY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2022-01-28,"Labeling",NA,NA,NA,NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","21","AP","SUPPL",2022-01-28,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2022-05-27,"Efficacy",NA,NA,NA,NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","23","AP","SUPPL",2022-05-27,"STANDARD","EFFICACY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"TRAMETINIB DIMETHYL SULFOXIDE","MEKINIST","NDA204114",2022-06-22,"Efficacy",NA,NA,NA,NA,"TRAMETINIB DIMETHYL SULFOXIDE","TRAMETINIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","003","TABLET","ORAL","EQ 0.5MG, EQ 1MG, EQ 2MG","24","AP","SUPPL",2022-06-22,"PRIORITY","EFFICACY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"BINIMETINIB","MEKTOVI","NDA210498",2018-06-27,"Type 1 - New Molecular Entity and Type 4 - New Combination","Yes","Unresectable or Metastatic BRAF-Mutated Melanoma In Combination with Encorafenib","Melanoma","577","BINIMETINIB","BINIMETINIB","Array BioPharma Inc.","Prescription","Yes","001","TABLET","ORAL","15MG","1","AP","ORIG",2018-06-27,"STANDARD","TYPE 1/4","577|
(Bin/Enc=192|
Enc=192|
Vem=191)","Binimetinib (MEKTOVI®) in combination with Encorafenib","NDA210498","MEKTOVI is a kinase inhibitor indicated, in combination with encorafenib, for the treatment of patients with unresectable or metastatic
melanoma with a BRAF V600E or V600K mutation, as detected by an
FDA-approved test.",NA,"MEKTOVI in combination with encorafenib was evaluated in a randomized, active-controlled, open-label, multicenter trial (COLUMBUS; NCT01909453).","Progression-Free Survival (Prim)
ORR/OS/DOR(Sec)","PFS","Progression-Free Survival",2,"HR","14.9 vs. 7.3 mo","0.54","HR: 0.54","HR: 0.54",NA,NA,NA,NA,"RECIST","RECIST","3","Yes",1,0,"0",0,1,"Yes","No","1","Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"BINIMETINIB","MEKTOVI","NDA210498",2019-01-23,"Efficacy",NA,"Update label with OS data from COLUMBUS Trial",NA,NA,"BINIMETINIB","BINIMETINIB","Array BioPharma Inc.","Prescription","Yes","001","TABLET","ORAL","15MG","1","AP","SUPPL",2019-01-23,"STANDARD","EFFICACY",NA,NA,NA,"This Prior Approval supplemental new drug application provides for an update to the Clinical Studies section (14) of the U.S. prescribing information to include updated overall survival (OS) data from Part 1 of COLUMBUS trial (Study CMEK162B2301)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
